Internship_ID,Company,Role,Sector,Location,Stipend(INR),Duration(Months),Required_Skills,Mode,Openings,Education_Requirement,Experience_Level
INT1262,TCS,Software Engineer Intern,Software Development,Hyderabad,8000,5,"Data Structures, Algorithms, Python, C++",Hybrid,8,Bachelor,1-2 Years
INT1263,Amazon,Web Developer Intern,Web Development,Bangalore,8000,5,"Bootstrap, Node.js",Onsite,2,Bachelor,Fresher
INT1264,Amazon,Cybersecurity Intern,Cybersecurity,Chennai,8000,2,"Python, Wireshark, Network Security, Cybersecurity",Remote,2,Diploma,Fresher
INT1265,Amazon,UI/UX Intern,UI/UX,Hyderabad,10000,6,"User Research, HTML/CSS/JS",Onsite,9,Bachelor,Fresher
INT1266,Wipro,Cybersecurity Intern,Cybersecurity,Hyderabad,8000,2,"Cybersecurity, Penetration Testing, Wireshark, Network Security",Onsite,3,Bachelor,Fresher
INT1267,Microsoft,Business Analyst Intern,Business Analytics,Hyderabad,8000,6,"Requirements Gathering, SQL, Communication",Onsite,4,Bachelor,Fresher
INT1268,IBM,DevOps Intern,DevOps,Kolkata,12000,5,"DevOps, Docker",Remote,7,Diploma,Fresher
INT1269,Oracle,Cloud Intern,Cloud Computing,Hyderabad,20000,4,"Docker, Kubernetes, GCP, Azure",Onsite,8,Master,Fresher
INT1270,Infosys,Cloud Intern,Cloud Computing,Mumbai,15000,4,"Cloud, Docker, GCP",Onsite,1,Bachelor,Fresher
INT1271,TCS,DevOps Intern,DevOps,Bangalore,15000,3,"Python, CI/CD, Kubernetes, Linux",Onsite,3,High School,1-2 Years
INT1272,Microsoft,ML Engineer Intern,AI/ML,Pune,10000,4,"TensorFlow, Model Deployment, Deep Learning",Onsite,1,Master,1-2 Years
INT1273,HCL,Cybersecurity Intern,Cybersecurity,Delhi,12000,6,"Cybersecurity, Linux, Python",Hybrid,2,Bachelor,Fresher
INT1274,IBM,Data Analyst Intern,Data Science,Bangalore,8000,3,"Python, Excel, Power BI",Hybrid,3,Diploma,Fresher
INT1275,HCL,Cybersecurity Intern,Cybersecurity,Remote,8000,6,"Cybersecurity, Penetration Testing",Remote,1,Bachelor,Fresher
INT1276,IBM,Cloud Intern,Cloud Computing,Remote,20000,5,"Azure, Terraform, Kubernetes, Cloud",Onsite,8,Bachelor,Fresher
INT1277,Microsoft,Business Analyst Intern,Business Analytics,Hyderabad,12000,6,"Excel, SQL, Requirements Gathering, Power BI",Remote,5,Bachelor,1-2 Years
INT1278,Amazon,Business Analyst Intern,Business Analytics,Pune,5000,1,"Business Analytics, Requirements Gathering, SQL",Onsite,3,Bachelor,Fresher
INT1279,Amazon,DevOps Intern,DevOps,Remote,8000,2,"Jenkins, Docker, CI/CD, DevOps",Hybrid,5,Diploma,Fresher
INT1280,IBM,ML Engineer Intern,AI/ML,Remote,15000,5,"Python, TensorFlow",Remote,6,Diploma,Fresher
INT1281,TCS,UI/UX Intern,UI/UX,Pune,10000,5,"Prototyping, Design Thinking, Figma, HTML/CSS/JS",Remote,4,Diploma,Fresher
INT1282,Infosys,Cloud Intern,Cloud Computing,Chennai,20000,3,"Azure, GCP, Kubernetes, Cloud",Remote,5,Master,Fresher
INT1283,Oracle,AI Research Intern,AI/ML,Mumbai,15000,6,"Machine Learning, Python, Deep Learning",Onsite,10,Bachelor,Fresher
INT1284,TCS,ML Engineer Intern,AI/ML,Bangalore,15000,4,"Python, Deep Learning, Model Deployment, Machine Learning",Onsite,8,Bachelor,Fresher
INT1285,Amazon,AI Research Intern,AI/ML,Pune,15000,4,"TensorFlow, NLP, Machine Learning",Remote,5,Bachelor,Fresher
INT1286,Microsoft,Business Analyst Intern,Business Analytics,Hyderabad,5000,1,"Power BI, Requirements Gathering, Excel",Onsite,1,Bachelor,Fresher
INT1287,Amazon,Web Developer Intern,Web Development,Mumbai,8000,1,"HTML/CSS/JS, Bootstrap",Onsite,6,Bachelor,Fresher
INT1288,HCL,Cybersecurity Intern,Cybersecurity,Hyderabad,8000,5,"Cybersecurity, Wireshark, Penetration Testing",Onsite,4,Diploma,1-2 Years
INT1289,TCS,Software Engineer Intern,Software Development,Hyderabad,20000,1,"Algorithms, C++, Linux",Remote,5,Bachelor,Fresher
INT1290,HCL,Web Developer Intern,Web Development,Mumbai,8000,6,"SQL, REST APIs, HTML/CSS/JS, React",Onsite,7,Bachelor,Fresher
INT1291,Google,Cloud Intern,Cloud Computing,Pune,10000,3,"Azure, Terraform, GCP, Docker",Remote,4,Bachelor,Fresher
INT1292,Wipro,Software Engineer Intern,Software Development,Hyderabad,10000,1,"Algorithms, Python",Hybrid,3,Diploma,Fresher
INT1293,HCL,Cloud Intern,Cloud Computing,Delhi,15000,1,"AWS, Kubernetes, GCP, Docker",Hybrid,9,Master,Fresher
INT1294,Accenture,Data Analyst Intern,Data Science,Kolkata,10000,1,"SQL, Pandas, Statistics",Onsite,5,Bachelor,Fresher
INT1295,TCS,Cloud Intern,Cloud Computing,Hyderabad,20000,3,"AWS, Azure, GCP",Hybrid,10,Bachelor,Fresher
INT1296,Amazon,DevOps Intern,DevOps,Remote,8000,1,"Kubernetes, Docker",Hybrid,4,High School,1-2 Years
INT1297,IBM,DevOps Intern,DevOps,Mumbai,15000,3,"Python, DevOps",Remote,10,Bachelor,Fresher
INT1298,Oracle,AI Research Intern,AI/ML,Delhi,20000,6,"Machine Learning, Deep Learning",Hybrid,9,Bachelor,1-2 Years
INT1299,Oracle,Business Analyst Intern,Business Analytics,Bangalore,10000,5,"SQL, Requirements Gathering, Excel, Communication",Hybrid,8,Bachelor,Fresher
INT1300,Google,Software Engineer Intern,Software Development,Pune,20000,5,"Linux, Git, Data Structures",Onsite,6,Bachelor,Fresher
INT1301,Google,AI Research Intern,AI/ML,Remote,10000,5,"PyTorch, Deep Learning, TensorFlow, Machine Learning",Onsite,4,Bachelor,Fresher
INT1302,IBM,Software Engineer Intern,Software Development,Bangalore,8000,5,"Algorithms, Linux, Git",Hybrid,5,Bachelor,Fresher
INT1303,Infosys,UI/UX Intern,UI/UX,Bangalore,10000,2,"UI/UX, Figma, User Research",Remote,4,Bachelor,Fresher
INT1304,Infosys,ML Engineer Intern,AI/ML,Delhi,20000,6,"Python, Machine Learning",Onsite,5,Bachelor,1-2 Years
INT1305,TCS,Web Developer Intern,Web Development,Bangalore,5000,1,"HTML/CSS/JS, Node.js, REST APIs",Hybrid,2,High School,Fresher
INT1306,Oracle,Web Developer Intern,Web Development,Remote,5000,5,"Bootstrap, Node.js",Remote,9,Bachelor,Fresher
INT1307,Oracle,Cybersecurity Intern,Cybersecurity,Delhi,12000,2,"Linux, Cybersecurity",Onsite,4,Diploma,1-2 Years
INT1308,Wipro,Software Engineer Intern,Software Development,Pune,12000,2,"Java, Linux",Remote,9,Bachelor,1-2 Years
INT1309,HCL,Data Analyst Intern,Data Science,Pune,5000,5,"Statistics, Pandas, Power BI",Remote,7,Bachelor,Fresher
INT1310,Google,Business Analyst Intern,Business Analytics,Mumbai,12000,5,"Communication, Excel, SQL, Business Analytics",Remote,7,Bachelor,Fresher
INT1311,Wipro,Data Analyst Intern,Data Science,Mumbai,10000,1,"SQL, Python, Tableau",Hybrid,6,Bachelor,1-2 Years
INT1312,IBM,ML Engineer Intern,AI/ML,Hyderabad,20000,5,"Machine Learning, Python",Remote,2,Bachelor,Fresher
INT1313,Google,Cloud Intern,Cloud Computing,Kolkata,20000,3,"Docker, Cloud",Onsite,9,Bachelor,1-2 Years
INT1314,TCS,Cybersecurity Intern,Cybersecurity,Mumbai,12000,3,"Network Security, Linux, Python, Cybersecurity",Remote,2,Bachelor,Fresher
INT1315,TCS,DevOps Intern,DevOps,Chennai,12000,2,"DevOps, Docker",Remote,3,Bachelor,Fresher
INT1316,IBM,Cloud Intern,Cloud Computing,Bangalore,10000,5,"Cloud, AWS, Docker",Remote,4,Bachelor,1-2 Years
INT1317,Accenture,UI/UX Intern,UI/UX,Kolkata,10000,5,"Design Thinking, HTML/CSS/JS",Remote,2,Diploma,Fresher
INT1318,HCL,Software Engineer Intern,Software Development,Bangalore,8000,1,"C++, Linux, Python, Java",Hybrid,10,Bachelor,Fresher
INT1319,Oracle,Cloud Intern,Cloud Computing,Chennai,10000,5,"Docker, Cloud, Azure",Hybrid,4,Bachelor,Fresher
INT1320,IBM,Software Engineer Intern,Software Development,Pune,10000,2,"Linux, Python, Git, Java",Remote,9,High School,Fresher
INT1321,Wipro,Cybersecurity Intern,Cybersecurity,Kolkata,8000,1,"Wireshark, Network Security, Python, Linux",Onsite,10,Bachelor,Fresher
INT1322,Google,Web Developer Intern,Web Development,Kolkata,10000,2,"REST APIs, Bootstrap, Node.js",Remote,2,Bachelor,Fresher
INT1323,Google,Software Engineer Intern,Software Development,Chennai,10000,5,"Algorithms, Java, C++",Onsite,10,High School,Fresher
INT1324,Google,AI Research Intern,AI/ML,Pune,20000,1,"NLP, Python",Remote,3,Bachelor,Fresher
INT1325,Accenture,AI Research Intern,AI/ML,Chennai,15000,2,"Python, NLP, TensorFlow, PyTorch",Onsite,3,Master,Fresher
INT1326,Infosys,DevOps Intern,DevOps,Pune,15000,2,"Jenkins, Linux, Docker, Kubernetes",Hybrid,3,Bachelor,Fresher
INT1327,HCL,ML Engineer Intern,AI/ML,Bangalore,15000,1,"Deep Learning, TensorFlow, Python",Onsite,3,Master,1-2 Years
INT1328,IBM,UI/UX Intern,UI/UX,Kolkata,10000,2,"Figma, User Research, UI/UX",Onsite,3,Diploma,Fresher
INT1329,HCL,Software Engineer Intern,Software Development,Remote,15000,2,"Git, C++, Data Structures, Java",Remote,5,High School,Fresher
INT1330,IBM,AI Research Intern,AI/ML,Hyderabad,20000,4,"Machine Learning, Python, NLP",Onsite,9,Bachelor,Fresher
INT1331,Infosys,Cybersecurity Intern,Cybersecurity,Pune,12000,1,"Cybersecurity, Linux, Penetration Testing, Python",Onsite,2,Diploma,Fresher
INT1332,Accenture,UI/UX Intern,UI/UX,Mumbai,12000,5,"HTML/CSS/JS, Design Thinking, Figma, Prototyping",Onsite,1,Diploma,Fresher
INT1333,Infosys,Business Analyst Intern,Business Analytics,Delhi,8000,1,"Excel, Requirements Gathering, SQL",Remote,7,Bachelor,Fresher
INT1334,Wipro,DevOps Intern,DevOps,Pune,8000,4,"Python, Jenkins, Linux, Docker",Onsite,4,Bachelor,1-2 Years
INT1335,Amazon,ML Engineer Intern,AI/ML,Bangalore,15000,2,"PyTorch, Deep Learning",Onsite,9,Bachelor,Fresher
INT1336,HCL,AI Research Intern,AI/ML,Chennai,15000,5,"Python, Machine Learning, TensorFlow",Hybrid,2,Bachelor,2-4 Years
INT1337,TCS,Web Developer Intern,Web Development,Bangalore,8000,3,"SQL, React",Onsite,5,High School,Fresher
INT1338,IBM,Business Analyst Intern,Business Analytics,Pune,8000,5,"SQL, Excel, Business Analytics",Onsite,5,Bachelor,Fresher
INT1339,Accenture,Web Developer Intern,Web Development,Pune,12000,3,"SQL, HTML/CSS/JS, Bootstrap, REST APIs",Onsite,9,High School,Fresher
INT1340,Amazon,Cloud Intern,Cloud Computing,Bangalore,20000,2,"Terraform, GCP, Docker",Onsite,2,Bachelor,Fresher
INT1341,Microsoft,AI Research Intern,AI/ML,Remote,10000,2,"Python, Machine Learning, PyTorch, NLP",Onsite,1,Bachelor,Fresher
INT1342,Google,AI Research Intern,AI/ML,Remote,10000,6,"NLP, Deep Learning, TensorFlow",Onsite,3,Bachelor,Fresher
INT1343,Infosys,UI/UX Intern,UI/UX,Chennai,5000,1,"Design Thinking, User Research",Remote,4,Bachelor,Fresher
INT1344,Oracle,Web Developer Intern,Web Development,Pune,12000,2,"SQL, REST APIs, Node.js",Remote,10,High School,Fresher
INT1345,Microsoft,ML Engineer Intern,AI/ML,Kolkata,20000,1,"Deep Learning, Model Deployment, Machine Learning",Onsite,5,Master,Fresher
INT1346,Oracle,Business Analyst Intern,Business Analytics,Chennai,5000,2,"Communication, SQL",Remote,9,Bachelor,Fresher
INT1347,Wipro,Web Developer Intern,Web Development,Chennai,8000,2,"REST APIs, React",Onsite,1,Bachelor,Fresher
INT1348,Microsoft,UI/UX Intern,UI/UX,Pune,8000,2,"UI/UX, Prototyping, HTML/CSS/JS, Figma",Onsite,8,Bachelor,Fresher
INT1349,Amazon,UI/UX Intern,UI/UX,Chennai,5000,4,"HTML/CSS/JS, User Research",Remote,9,Diploma,Fresher
INT1350,Oracle,Cybersecurity Intern,Cybersecurity,Chennai,8000,6,"Cybersecurity, Wireshark, Penetration Testing",Remote,1,Bachelor,Fresher
INT1351,Oracle,Software Engineer Intern,Software Development,Mumbai,15000,1,"Data Structures, Java",Onsite,9,Bachelor,Fresher
INT1352,Amazon,Data Analyst Intern,Data Science,Delhi,5000,5,"SQL, Excel, Power BI, Pandas",Remote,5,Bachelor,Fresher
INT1353,IBM,Business Analyst Intern,Business Analytics,Hyderabad,12000,5,"Power BI, Communication, Requirements Gathering, SQL",Hybrid,2,Bachelor,Fresher
INT1354,TCS,Business Analyst Intern,Business Analytics,Bangalore,12000,1,"Business Analytics, Requirements Gathering",Remote,8,Bachelor,Fresher
INT1355,Infosys,AI Research Intern,AI/ML,Hyderabad,15000,6,"Deep Learning, NLP, Python",Remote,9,Bachelor,Fresher
INT1356,Oracle,DevOps Intern,DevOps,Bangalore,15000,2,"Python, Docker",Hybrid,6,Bachelor,1-2 Years
INT1357,Google,DevOps Intern,DevOps,Remote,8000,4,"DevOps, Jenkins, Python, Kubernetes",Onsite,7,Bachelor,Fresher
INT1358,IBM,Business Analyst Intern,Business Analytics,Kolkata,5000,3,"Power BI, SQL, Communication, Excel",Remote,2,Bachelor,Fresher
INT1359,Infosys,UI/UX Intern,UI/UX,Pune,8000,5,"UI/UX, Prototyping, HTML/CSS/JS, User Research",Hybrid,8,Bachelor,Fresher
INT1360,TCS,UI/UX Intern,UI/UX,Delhi,8000,6,"UI/UX, User Research, Prototyping, Design Thinking",Onsite,7,Diploma,Fresher
INT1361,TCS,DevOps Intern,DevOps,Kolkata,12000,6,"CI/CD, DevOps, Python",Onsite,9,Bachelor,Fresher
INT1362,Google,Software Engineer Intern,Software Development,Mumbai,12000,6,"Linux, Python, Git",Onsite,6,Diploma,1-2 Years
INT1363,TCS,Web Developer Intern,Web Development,Chennai,8000,3,"React, Node.js, REST APIs",Onsite,1,Bachelor,Fresher
INT1364,Amazon,Cybersecurity Intern,Cybersecurity,Hyderabad,15000,1,"Penetration Testing, Wireshark, Cybersecurity, Python",Onsite,9,Diploma,Fresher
INT1365,Wipro,ML Engineer Intern,AI/ML,Pune,15000,6,"Model Deployment, Python, Deep Learning, PyTorch",Remote,5,Bachelor,Fresher
INT1366,HCL,AI Research Intern,AI/ML,Chennai,10000,4,"Deep Learning, PyTorch, NLP, TensorFlow",Remote,3,Bachelor,Fresher
INT1367,Wipro,UI/UX Intern,UI/UX,Remote,8000,2,"Design Thinking, UI/UX, HTML/CSS/JS",Remote,4,Bachelor,Fresher
INT1368,Accenture,AI Research Intern,AI/ML,Remote,20000,1,"TensorFlow, Python",Hybrid,10,Master,Fresher
INT1369,Google,Software Engineer Intern,Software Development,Pune,20000,1,"Algorithms, Git, Linux",Onsite,3,Diploma,2-4 Years
INT1370,HCL,Business Analyst Intern,Business Analytics,Bangalore,5000,5,"Business Analytics, Requirements Gathering",Onsite,10,Bachelor,Fresher
INT1371,Wipro,ML Engineer Intern,AI/ML,Pune,20000,4,"Model Deployment, Deep Learning, Python",Hybrid,10,Bachelor,Fresher
INT1372,Infosys,Web Developer Intern,Web Development,Delhi,5000,1,"HTML/CSS/JS, Node.js",Hybrid,10,Bachelor,Fresher
INT1373,Microsoft,DevOps Intern,DevOps,Pune,12000,2,"Kubernetes, Docker, DevOps, CI/CD",Onsite,3,Bachelor,Fresher
INT1374,Google,AI Research Intern,AI/ML,Delhi,15000,1,"Deep Learning, NLP, PyTorch",Onsite,1,Bachelor,Fresher
INT1375,Google,Cloud Intern,Cloud Computing,Chennai,15000,4,"Cloud, Azure, AWS, GCP",Onsite,1,Bachelor,Fresher
INT1376,Accenture,Data Analyst Intern,Data Science,Chennai,8000,3,"Statistics, Python",Onsite,10,Master,Fresher
INT1377,Accenture,Web Developer Intern,Web Development,Delhi,8000,1,"Bootstrap, HTML/CSS/JS, Node.js, SQL",Hybrid,4,Diploma,Fresher
INT1378,TCS,UI/UX Intern,UI/UX,Pune,12000,4,"Figma, User Research, UI/UX, Design Thinking",Remote,3,High School,1-2 Years
INT1379,IBM,Data Analyst Intern,Data Science,Mumbai,5000,5,"SQL, Excel",Hybrid,4,Bachelor,Fresher
INT1380,HCL,UI/UX Intern,UI/UX,Chennai,8000,2,"User Research, UI/UX",Remote,10,Bachelor,Fresher
INT1381,TCS,Data Analyst Intern,Data Science,Bangalore,5000,3,"Statistics, Python, Tableau, Excel",Onsite,3,Master,Fresher
INT1382,Oracle,Business Analyst Intern,Business Analytics,Delhi,12000,5,"Requirements Gathering, Power BI",Remote,7,Diploma,Fresher
INT1383,Amazon,ML Engineer Intern,AI/ML,Kolkata,10000,5,"PyTorch, Deep Learning",Remote,10,Bachelor,Fresher
INT1384,Infosys,Cloud Intern,Cloud Computing,Hyderabad,20000,5,"Cloud, Azure, Terraform, Kubernetes",Remote,4,Master,Fresher
INT1385,IBM,Cybersecurity Intern,Cybersecurity,Kolkata,15000,5,"Python, Wireshark",Hybrid,1,Bachelor,Fresher
INT1386,IBM,ML Engineer Intern,AI/ML,Remote,15000,4,"TensorFlow, Python",Hybrid,1,Bachelor,Fresher
INT1387,Google,AI Research Intern,AI/ML,Hyderabad,20000,5,"PyTorch, Machine Learning, Deep Learning, TensorFlow",Hybrid,4,Bachelor,Fresher
INT1388,Amazon,Cybersecurity Intern,Cybersecurity,Kolkata,15000,1,"Linux, Python",Hybrid,10,Bachelor,Fresher
INT1389,Microsoft,DevOps Intern,DevOps,Kolkata,12000,6,"Python, Docker, Jenkins, CI/CD",Onsite,9,Bachelor,Fresher
INT1390,Wipro,AI Research Intern,AI/ML,Pune,15000,1,"PyTorch, TensorFlow",Remote,3,Master,Fresher
INT1391,Google,Software Engineer Intern,Software Development,Delhi,15000,5,"Linux, Java, C++",Onsite,10,Diploma,Fresher
INT1392,Accenture,Data Analyst Intern,Data Science,Kolkata,5000,1,"Pandas, SQL",Remote,9,Bachelor,1-2 Years
INT1393,Google,Software Engineer Intern,Software Development,Mumbai,20000,2,"Python, Git",Onsite,4,Diploma,1-2 Years
INT1394,Wipro,Data Analyst Intern,Data Science,Delhi,5000,5,"Pandas, Tableau",Remote,2,Bachelor,Fresher
INT1395,TCS,Data Analyst Intern,Data Science,Hyderabad,8000,5,"Pandas, SQL, Tableau",Hybrid,7,Bachelor,Fresher
INT1396,Amazon,Cybersecurity Intern,Cybersecurity,Bangalore,12000,5,"Python, Wireshark",Onsite,3,Diploma,Fresher
INT1397,Accenture,DevOps Intern,DevOps,Remote,8000,3,"Linux, CI/CD, Jenkins",Onsite,2,Diploma,1-2 Years
INT1398,Infosys,Data Analyst Intern,Data Science,Delhi,5000,3,"Tableau, Power BI",Onsite,9,Bachelor,Fresher
INT1399,Microsoft,ML Engineer Intern,AI/ML,Pune,15000,3,"Python, Machine Learning",Remote,3,Bachelor,2-4 Years
INT1400,Accenture,ML Engineer Intern,AI/ML,Hyderabad,10000,6,"Python, TensorFlow, Model Deployment, PyTorch",Onsite,10,Bachelor,Fresher
INT1401,Microsoft,AI Research Intern,AI/ML,Kolkata,15000,5,"NLP, Deep Learning, Machine Learning, TensorFlow",Remote,6,Bachelor,Fresher
INT1402,Microsoft,UI/UX Intern,UI/UX,Kolkata,8000,5,"Prototyping, Design Thinking, UI/UX",Onsite,3,Bachelor,Fresher
INT1403,Amazon,DevOps Intern,DevOps,Kolkata,12000,2,"Docker, DevOps, CI/CD",Remote,2,Bachelor,Fresher
INT1404,Amazon,ML Engineer Intern,AI/ML,Remote,10000,1,"TensorFlow, PyTorch, Machine Learning, Python",Remote,2,Master,Fresher
INT1405,Infosys,Software Engineer Intern,Software Development,Remote,10000,5,"Java, C++, Algorithms, Git",Remote,8,Bachelor,Fresher
INT1406,HCL,UI/UX Intern,UI/UX,Kolkata,8000,5,"UI/UX, HTML/CSS/JS",Remote,6,Bachelor,Fresher
INT1407,HCL,Data Analyst Intern,Data Science,Remote,12000,4,"Statistics, Power BI, Tableau",Remote,2,Bachelor,Fresher
INT1408,Infosys,AI Research Intern,AI/ML,Chennai,15000,1,"PyTorch, Machine Learning, Python",Onsite,3,Bachelor,Fresher
INT1409,HCL,Cloud Intern,Cloud Computing,Bangalore,15000,6,"Kubernetes, AWS, Cloud",Hybrid,6,Master,Fresher
INT1410,Oracle,Software Engineer Intern,Software Development,Chennai,8000,5,"C++, Git, Algorithms, Java",Remote,3,High School,Fresher
INT1411,TCS,DevOps Intern,DevOps,Pune,15000,5,"Python, Jenkins, DevOps",Remote,5,Bachelor,Fresher
INT1412,Oracle,UI/UX Intern,UI/UX,Pune,5000,3,"Figma, Design Thinking",Remote,10,Bachelor,Fresher
INT1413,HCL,Cybersecurity Intern,Cybersecurity,Chennai,12000,6,"Linux, Network Security, Wireshark, Python",Remote,9,Bachelor,Fresher
INT1414,IBM,UI/UX Intern,UI/UX,Kolkata,10000,2,"User Research, UI/UX, Design Thinking, HTML/CSS/JS",Onsite,9,Bachelor,Fresher
INT1415,HCL,Web Developer Intern,Web Development,Chennai,10000,4,"REST APIs, Bootstrap",Remote,10,Diploma,Fresher
INT1416,Amazon,ML Engineer Intern,AI/ML,Remote,10000,5,"PyTorch, TensorFlow, Model Deployment, Deep Learning",Remote,7,Master,Fresher
INT1417,Infosys,Cloud Intern,Cloud Computing,Bangalore,20000,5,"Docker, AWS, GCP, Cloud",Onsite,9,Bachelor,Fresher
INT1418,HCL,Cloud Intern,Cloud Computing,Kolkata,10000,6,"Kubernetes, Azure",Hybrid,6,Bachelor,Fresher
INT1419,Amazon,Business Analyst Intern,Business Analytics,Mumbai,8000,3,"Excel, Communication",Hybrid,3,Diploma,Fresher
INT1420,Amazon,UI/UX Intern,UI/UX,Delhi,8000,2,"User Research, HTML/CSS/JS, Design Thinking",Onsite,10,Bachelor,Fresher
INT1421,Microsoft,UI/UX Intern,UI/UX,Chennai,8000,5,"HTML/CSS/JS, Prototyping, User Research, UI/UX",Hybrid,10,Bachelor,Fresher
INT1422,Accenture,Cloud Intern,Cloud Computing,Kolkata,20000,4,"Docker, Azure",Onsite,6,Bachelor,Fresher
INT1423,IBM,Business Analyst Intern,Business Analytics,Chennai,10000,5,"Communication, SQL",Remote,6,Bachelor,2-4 Years
INT1424,Google,Software Engineer Intern,Software Development,Kolkata,8000,6,"Data Structures, Git, C++, Algorithms",Onsite,5,High School,Fresher
INT1425,Oracle,Business Analyst Intern,Business Analytics,Chennai,8000,1,"Requirements Gathering, Business Analytics, Power BI",Onsite,10,Diploma,1-2 Years
INT1426,Google,Software Engineer Intern,Software Development,Mumbai,15000,2,"Git, Algorithms",Onsite,9,Bachelor,Fresher
INT1427,Infosys,Software Engineer Intern,Software Development,Mumbai,8000,3,"Java, Git, C++",Onsite,2,Diploma,Fresher
INT1428,Wipro,Web Developer Intern,Web Development,Chennai,12000,6,"REST APIs, React, Bootstrap",Remote,9,Bachelor,Fresher
INT1429,Google,Data Analyst Intern,Data Science,Delhi,8000,6,"Tableau, Excel",Hybrid,2,Diploma,Fresher
INT1430,Amazon,Cloud Intern,Cloud Computing,Remote,20000,5,"GCP, Terraform",Hybrid,2,Bachelor,Fresher
INT1431,Wipro,ML Engineer Intern,AI/ML,Mumbai,10000,2,"Deep Learning, Model Deployment",Remote,9,Bachelor,1-2 Years
INT1432,Wipro,UI/UX Intern,UI/UX,Delhi,12000,4,"User Research, UI/UX, Prototyping",Remote,5,Diploma,Fresher
INT1433,Oracle,UI/UX Intern,UI/UX,Delhi,12000,3,"Design Thinking, Prototyping, HTML/CSS/JS",Remote,6,Bachelor,Fresher
INT1434,Wipro,Software Engineer Intern,Software Development,Bangalore,15000,3,"Linux, Data Structures",Onsite,1,Bachelor,1-2 Years
INT1435,Google,AI Research Intern,AI/ML,Mumbai,10000,6,"NLP, Machine Learning, Python, TensorFlow",Hybrid,2,Master,Fresher
INT1436,TCS,Cloud Intern,Cloud Computing,Hyderabad,10000,6,"GCP, Cloud, Docker",Remote,9,Bachelor,Fresher
INT1437,HCL,UI/UX Intern,UI/UX,Kolkata,12000,2,"HTML/CSS/JS, User Research, Design Thinking, Prototyping",Onsite,4,Bachelor,Fresher
